id_pedido,fecha,producto,sucursal,cantidad,precio_unitario,email_cliente
1032,2025-05-31,Exquisita Bizcochuelo,Oeste,32.0,1802,cliente_32@gmail.com
1034,2025-12-23,Matarazzo Spaghetti,CABA,21.0,3637,cliente_34@gmail.com
1035,2025-09-19,Granja del Sol Milanesas,Sur,39.0,2152,cliente_35@gmail.com
1036,2025-05-06,Matarazzo Spaghetti,CABA,7.0,2902,cliente_36@gmail.com
1037,2025-12-08,Exquisita Bizcochuelo,Norte,48.0,744,cliente_37@gmail.com
1038,2025-12-16,Granja del Sol Milanesas,Oeste,10.0,649,cliente_38@gmail.com
1039,2025-04-24,Exquisita Bizcochuelo,CABA,16.0,3809,cliente_39@gmail.com
1040,2025-07-17,Lucchetti Municiones,Oeste,23.0,4106,cliente_40@gmail.com
1041,2025-09-12,Gallo Oro,Norte,18.0,2494,cliente_41@gmail.com
1042,2025-10-17,Preferido Pan Rallado,Norte,7.0,2942,Sin correo
1043,2025-02-01,Lucchetti Municiones,Sur,23.0,1770,cliente_43@gmail.com
1044,2025-08-01,Matarazzo Spaghetti,Sur,3.0,4339,Sin correo
1045,2025-07-17,Matarazzo Spaghetti,Sur,26.0,729,cliente_45@gmail.com
1046,2025-09-20,Matarazzo Spaghetti,CABA,30.0,648,cliente_46@gmail.com
1047,2025-03-19,Gallo Oro,Sur,29.0,2679,Sin correo
1048,2025-02-07,Exquisita Bizcochuelo,Norte,24.0,3374,cliente_48@gmail.com
1049,2025-11-16,Lucchetti Municiones,Norte,9.0,1741,cliente_49@gmail.com
1050,2025-07-26,Gallo Oro,CABA,19.0,1931,cliente_50@gmail.com
1051,2025-04-15,Gallo Oro,Sur,30.0,4130,cliente_51@gmail.com
1052,2025-03-19,Preferido Pan Rallado,Sur,32.0,3695,cliente_52@gmail.com
1053,2025-09-21,Lucchetti Municiones,Norte,6.0,4263,cliente_53@gmail.com
1054,2025-07-26,Matarazzo Spaghetti,Norte,43.0,1514,Sin correo
1055,2025-03-06,Exquisita Bizcochuelo,Sur,48.0,2494,cliente_55@gmail.com
1056,2025-10-23,Matarazzo Spaghetti,Norte,38.0,1936,cliente_56@gmail.com
1057,2025-01-27,Matarazzo Spaghetti,Norte,13.0,1727,cliente_57@gmail.com
1058,2025-02-24,Matarazzo Spaghetti,CABA,40.0,2550,cliente_58@gmail.com
1059,2025-10-07,Preferido Pan Rallado,CABA,11.0,781,cliente_59@gmail.com
1060,2025-08-26,Exquisita Bizcochuelo,Norte,13.0,584,cliente_60@gmail.com
1061,2025-04-18,Preferido Pan Rallado,Norte,49.0,2026,cliente_61@gmail.com
1062,2025-05-28,Lucchetti Municiones,Oeste,7.0,953,cliente_62@gmail.com
1063,2025-06-04,Gallo Oro,Oeste,46.0,4080,cliente_63@gmail.com
1064,2025-01-15,Exquisita Bizcochuelo,Sur,30.0,3690,cliente_64@gmail.com
1065,2025-09-08,Exquisita Bizcochuelo,CABA,21.0,3093,cliente_65@gmail.com
1066,2025-08-13,Matarazzo Spaghetti,CABA,20.0,1231,Sin correo
1067,2025-04-29,Exquisita Bizcochuelo,Sur,33.0,2805,cliente_67@gmail.com
1068,2025-11-06,Preferido Pan Rallado,CABA,34.0,783,Sin correo
1069,2025-10-17,Preferido Pan Rallado,Oeste,50.0,1093,cliente_69@gmail.com
1070,2025-12-13,Preferido Pan Rallado,Oeste,40.0,2153,cliente_70@gmail.com
1071,2025-04-10,Matarazzo Spaghetti,Norte,49.0,1575,cliente_71@gmail.com
1072,2025-12-15,Lucchetti Municiones,CABA,35.0,3171,cliente_72@gmail.com
1073,2025-09-08,Gallo Oro,Norte,30.0,2294,cliente_73@gmail.com
1074,2025-01-14,Lucchetti Municiones,Norte,40.0,983,cliente_74@gmail.com
1075,2025-07-10,Preferido Pan Rallado,Norte,43.0,1343,cliente_75@gmail.com
1076,2025-11-25,Gallo Oro,Norte,23.0,4332,cliente_76@gmail.com
1077,2025-11-28,Gallo Oro,Sur,28.0,3043,cliente_77@gmail.com
1078,2025-11-07,Gallo Oro,Sur,34.0,3621,cliente_78@gmail.com
1079,2025-01-02,Lucchetti Municiones,Sur,19.0,2227,Sin correo
1080,2025-10-07,Gallo Oro,CABA,9.0,831,cliente_80@gmail.com
1081,2025-10-08,Lucchetti Municiones,Oeste,42.0,2861,cliente_81@gmail.com
1082,2025-01-25,Lucchetti Municiones,Oeste,13.0,3565,cliente_82@gmail.com
1083,2025-06-26,Exquisita Bizcochuelo,Sur,44.0,1701,cliente_83@gmail.com
1084,2025-04-22,Granja del Sol Milanesas,Norte,10.0,964,cliente_84@gmail.com
1085,2025-03-28,Preferido Pan Rallado,Oeste,6.0,909,cliente_85@gmail.com
1086,2025-03-17,Preferido Pan Rallado,Oeste,37.0,3297,cliente_86@gmail.com
1087,2025-07-18,Lucchetti Municiones,Oeste,33.0,3976,cliente_87@gmail.com
1088,2025-12-21,Lucchetti Municiones,Sur,32.0,3294,cliente_88@gmail.com
1089,2025-02-17,Lucchetti Municiones,CABA,49.0,3933,cliente_89@gmail.com
1090,2025-06-05,Lucchetti Municiones,Sur,32.0,1466,cliente_90@gmail.com
1091,2025-01-02,Lucchetti Municiones,Oeste,33.0,2229,cliente_91@gmail.com
1092,2025-07-29,Preferido Pan Rallado,CABA,17.0,2923,cliente_92@gmail.com
1093,2025-11-30,Matarazzo Spaghetti,Sur,13.0,612,cliente_93@gmail.com
1094,2025-10-22,Granja del Sol Milanesas,CABA,43.0,2353,cliente_94@gmail.com
1095,2025-02-23,Lucchetti Municiones,CABA,13.0,3441,Sin correo
1096,2025-11-09,Exquisita Bizcochuelo,Sur,31.0,2262,cliente_96@gmail.com
1097,2025-08-29,Gallo Oro,Norte,41.0,1703,cliente_97@gmail.com
1098,2025-04-13,Preferido Pan Rallado,Oeste,4.0,3480,cliente_98@gmail.com
1099,2025-09-04,Exquisita Bizcochuelo,Oeste,47.0,1857,Sin correo
1100,2025-10-05,Preferido Pan Rallado,Sur,6.0,2187,cliente_100@gmail.com
1101,2025-08-31,Gallo Oro,Oeste,38.0,1652,cliente_101@gmail.com
1103,2025-05-30,Lucchetti Municiones,Norte,1.0,4013,cliente_103@gmail.com
1104,2025-10-19,Matarazzo Spaghetti,Oeste,22.0,2878,cliente_104@gmail.com
1105,2025-06-17,Matarazzo Spaghetti,Norte,22.0,3383,cliente_105@gmail.com
1107,2025-10-15,Preferido Pan Rallado,Sur,33.0,4300,cliente_107@gmail.com
1108,2025-10-27,Lucchetti Municiones,Norte,33.0,2051,cliente_108@gmail.com
1109,2025-05-03,Lucchetti Municiones,Oeste,34.0,3837,cliente_109@gmail.com
1110,2025-08-16,Matarazzo Spaghetti,Sur,16.0,3490,cliente_110@gmail.com
1111,2025-05-15,Gallo Oro,Norte,34.0,2505,cliente_111@gmail.com
1112,2025-03-10,Lucchetti Municiones,Sur,19.0,865,cliente_112@gmail.com
1113,2025-12-18,Lucchetti Municiones,Sur,2.0,1893,cliente_113@gmail.com
1114,2025-01-30,Matarazzo Spaghetti,Oeste,42.0,1168,cliente_114@gmail.com
1116,2025-12-24,Exquisita Bizcochuelo,Oeste,6.0,3182,cliente_116@gmail.com
1117,2025-06-26,Gallo Oro,Oeste,26.0,1970,cliente_117@gmail.com
1118,2025-05-05,Gallo Oro,Sur,13.0,3390,cliente_118@gmail.com
1119,2025-05-09,Lucchetti Municiones,CABA,10.0,1388,cliente_119@gmail.com
1120,2025-02-23,Preferido Pan Rallado,Oeste,36.0,2226,cliente_120@gmail.com
1121,2025-01-26,Granja del Sol Milanesas,Oeste,34.0,3232,cliente_121@gmail.com
1122,2025-04-14,Exquisita Bizcochuelo,Oeste,22.0,4391,cliente_122@gmail.com
1123,2025-03-23,Lucchetti Municiones,Oeste,21.0,2840,cliente_123@gmail.com
1124,2025-08-22,Lucchetti Municiones,Norte,8.0,1977,cliente_124@gmail.com
1125,2025-12-18,Granja del Sol Milanesas,Norte,39.0,3456,cliente_125@gmail.com
1126,2025-07-26,Preferido Pan Rallado,CABA,21.0,3342,cliente_126@gmail.com
1127,2025-08-25,Exquisita Bizcochuelo,Norte,32.0,2389,Sin correo
1128,2025-01-16,Matarazzo Spaghetti,CABA,24.0,2664,cliente_128@gmail.com
1129,2025-01-10,Matarazzo Spaghetti,Norte,20.0,2094,cliente_129@gmail.com
1130,2025-03-16,Matarazzo Spaghetti,CABA,50.0,2096,cliente_130@gmail.com
1131,2025-03-08,Gallo Oro,CABA,37.0,3116,cliente_131@gmail.com
1132,2025-06-30,Lucchetti Municiones,Sur,38.0,4023,Sin correo
1133,2025-07-16,Matarazzo Spaghetti,Norte,8.0,2259,cliente_133@gmail.com
1134,2025-09-01,Preferido Pan Rallado,Sur,27.0,606,cliente_134@gmail.com
1135,2025-11-23,Exquisita Bizcochuelo,Oeste,27.0,1997,cliente_135@gmail.com
1136,2025-08-10,Exquisita Bizcochuelo,CABA,27.0,1964,cliente_136@gmail.com
1137,2025-04-27,Lucchetti Municiones,CABA,38.0,667,Sin correo
1138,2025-03-25,Preferido Pan Rallado,Oeste,15.0,2005,cliente_138@gmail.com
1139,2025-05-31,Gallo Oro,Sur,32.0,3420,cliente_139@gmail.com
1140,2025-05-11,Exquisita Bizcochuelo,Norte,49.0,2668,cliente_140@gmail.com
1141,2025-09-03,Exquisita Bizcochuelo,Oeste,48.0,2203,cliente_141@gmail.com
1142,2025-07-27,Granja del Sol Milanesas,CABA,36.0,2001,cliente_142@gmail.com
1143,2025-05-07,Gallo Oro,Oeste,26.0,3761,cliente_143@gmail.com
1144,2025-08-20,Lucchetti Municiones,Oeste,8.0,956,cliente_144@gmail.com
1145,2025-04-21,Exquisita Bizcochuelo,CABA,5.0,1559,cliente_145@gmail.com
1146,2025-05-27,Matarazzo Spaghetti,CABA,40.0,1770,cliente_146@gmail.com
1147,2025-05-21,Lucchetti Municiones,Norte,36.0,1742,Sin correo
1148,2025-04-21,Exquisita Bizcochuelo,CABA,28.0,3354,cliente_148@gmail.com
1149,2025-12-22,Matarazzo Spaghetti,Norte,6.0,3988,cliente_149@gmail.com
1150,2025-10-29,Exquisita Bizcochuelo,CABA,32.0,4075,cliente_150@gmail.com
1151,2025-03-14,Gallo Oro,Norte,50.0,3505,cliente_151@gmail.com
1152,2025-02-14,Exquisita Bizcochuelo,Oeste,13.0,1158,cliente_152@gmail.com
1153,2025-12-01,Granja del Sol Milanesas,CABA,20.0,4071,cliente_153@gmail.com
1154,2025-01-16,Lucchetti Municiones,Norte,50.0,2237,cliente_154@gmail.com
1155,2025-01-13,Gallo Oro,Oeste,21.0,536,cliente_155@gmail.com
1156,2025-02-19,Gallo Oro,Norte,7.0,2602,cliente_156@gmail.com
1157,2025-09-13,Exquisita Bizcochuelo,Oeste,14.0,1383,cliente_157@gmail.com
1158,2025-02-15,Granja del Sol Milanesas,Oeste,27.0,1863,cliente_158@gmail.com
1159,2025-10-11,Matarazzo Spaghetti,Oeste,41.0,2347,cliente_159@gmail.com
1160,2025-03-26,Matarazzo Spaghetti,Norte,38.0,4422,cliente_160@gmail.com
1161,2025-05-29,Lucchetti Municiones,Norte,38.0,4469,cliente_161@gmail.com
1162,2025-08-07,Granja del Sol Milanesas,Norte,9.0,3723,cliente_162@gmail.com
1163,2025-04-21,Preferido Pan Rallado,CABA,14.0,1982,cliente_163@gmail.com
1164,2025-05-16,Matarazzo Spaghetti,Oeste,43.0,2976,cliente_164@gmail.com
1165,2025-08-10,Preferido Pan Rallado,Oeste,21.0,3631,cliente_165@gmail.com
1166,2025-12-03,Preferido Pan Rallado,CABA,29.0,561,Sin correo
1167,2025-11-12,Lucchetti Municiones,CABA,10.0,3669,cliente_167@gmail.com
1169,2025-03-20,Granja del Sol Milanesas,Norte,1.0,1235,cliente_169@gmail.com
1170,2025-07-29,Matarazzo Spaghetti,Oeste,18.0,3668,cliente_170@gmail.com
1171,2025-05-23,Granja del Sol Milanesas,CABA,17.0,647,Sin correo
1172,2025-11-24,Preferido Pan Rallado,Norte,7.0,2629,cliente_172@gmail.com
1173,2025-08-25,Lucchetti Municiones,Sur,18.0,2046,cliente_173@gmail.com
1174,2025-07-22,Granja del Sol Milanesas,CABA,4.0,3673,cliente_174@gmail.com
1175,2025-06-20,Granja del Sol Milanesas,Oeste,13.0,2798,cliente_175@gmail.com
1177,2025-02-18,Preferido Pan Rallado,Norte,4.0,3415,cliente_177@gmail.com
1178,2025-06-16,Gallo Oro,Sur,44.0,835,cliente_178@gmail.com
1179,2025-06-01,Preferido Pan Rallado,Norte,33.0,3467,cliente_179@gmail.com
1180,2025-12-14,Matarazzo Spaghetti,CABA,47.0,2560,cliente_180@gmail.com
1181,2025-11-27,Granja del Sol Milanesas,Norte,46.0,2765,cliente_181@gmail.com
1183,2025-06-26,Gallo Oro,CABA,25.0,2262,cliente_183@gmail.com
1184,2025-09-26,Exquisita Bizcochuelo,Sur,30.0,4050,cliente_184@gmail.com
1185,2025-06-22,Exquisita Bizcochuelo,Sur,50.0,3553,cliente_185@gmail.com
1186,2025-10-29,Exquisita Bizcochuelo,CABA,11.0,2133,Sin correo
1187,2025-02-18,Matarazzo Spaghetti,Norte,9.0,507,cliente_187@gmail.com
1188,2025-03-10,Preferido Pan Rallado,Norte,20.0,3439,cliente_188@gmail.com
1189,2025-08-19,Preferido Pan Rallado,CABA,29.0,706,cliente_189@gmail.com
1190,2025-04-22,Granja del Sol Milanesas,Norte,46.0,2757,cliente_190@gmail.com
1191,2025-06-02,Gallo Oro,CABA,39.0,1290,cliente_191@gmail.com
1192,2025-11-24,Gallo Oro,Sur,43.0,4174,cliente_192@gmail.com
1193,2025-06-01,Lucchetti Municiones,Oeste,29.0,1460,Sin correo
1194,2025-10-19,Exquisita Bizcochuelo,Oeste,23.0,4131,Sin correo
1195,2025-10-29,Exquisita Bizcochuelo,Sur,23.0,3670,Sin correo
1196,2025-09-26,Matarazzo Spaghetti,Norte,48.0,1713,cliente_196@gmail.com
1197,2025-10-09,Gallo Oro,Oeste,25.0,3047,cliente_197@gmail.com
1198,2025-03-02,Matarazzo Spaghetti,CABA,19.0,528,cliente_198@gmail.com
1199,2025-11-18,Preferido Pan Rallado,Norte,40.0,1359,cliente_199@gmail.com
1200,2025-11-19,Gallo Oro,Sur,43.0,674,Sin correo
1201,2025-04-29,Matarazzo Spaghetti,Norte,38.0,1720,cliente_201@gmail.com
1202,2025-04-20,Granja del Sol Milanesas,Sur,32.0,1553,cliente_202@gmail.com
1203,2025-03-07,Gallo Oro,Oeste,42.0,4375,cliente_203@gmail.com
1205,2025-10-16,Preferido Pan Rallado,Norte,39.0,4080,cliente_205@gmail.com
1206,2025-06-26,Exquisita Bizcochuelo,Oeste,30.0,2581,cliente_206@gmail.com
1207,2025-08-09,Exquisita Bizcochuelo,CABA,27.0,3602,cliente_207@gmail.com
1208,2025-04-30,Gallo Oro,CABA,24.0,3319,cliente_208@gmail.com
1209,2025-09-28,Preferido Pan Rallado,Sur,44.0,922,cliente_209@gmail.com
1210,2025-01-02,Preferido Pan Rallado,Norte,44.0,3276,cliente_210@gmail.com
1211,2025-02-02,Lucchetti Municiones,Sur,13.0,3196,Sin correo
1212,2025-11-09,Granja del Sol Milanesas,Oeste,40.0,982,cliente_212@gmail.com
1213,2025-12-12,Granja del Sol Milanesas,Norte,14.0,776,cliente_213@gmail.com
1214,2025-03-11,Preferido Pan Rallado,Norte,33.0,1396,cliente_214@gmail.com
1215,2025-03-27,Exquisita Bizcochuelo,Norte,47.0,891,cliente_215@gmail.com
1217,2025-07-28,Exquisita Bizcochuelo,Oeste,46.0,933,cliente_217@gmail.com
1218,2025-01-11,Gallo Oro,CABA,12.0,2176,cliente_218@gmail.com
1219,2025-01-27,Granja del Sol Milanesas,Norte,36.0,1713,Sin correo
1220,2025-04-10,Matarazzo Spaghetti,Norte,42.0,1382,cliente_220@gmail.com
1221,2025-03-23,Matarazzo Spaghetti,CABA,21.0,1619,cliente_221@gmail.com
1223,2025-05-30,Gallo Oro,Oeste,10.0,2509,Sin correo
1224,2025-10-11,Matarazzo Spaghetti,Oeste,3.0,2186,cliente_224@gmail.com
1225,2025-11-08,Gallo Oro,CABA,18.0,4076,cliente_225@gmail.com
1226,2025-03-18,Gallo Oro,Sur,35.0,1626,cliente_226@gmail.com
1227,2025-03-26,Exquisita Bizcochuelo,CABA,49.0,946,cliente_227@gmail.com
1228,2025-05-03,Exquisita Bizcochuelo,Sur,30.0,2888,cliente_228@gmail.com
1229,2025-05-18,Gallo Oro,Oeste,7.0,4443,Sin correo
1230,2025-11-13,Lucchetti Municiones,Norte,45.0,2850,cliente_230@gmail.com
1231,2025-05-01,Preferido Pan Rallado,Sur,37.0,1209,cliente_231@gmail.com
1232,2025-03-02,Matarazzo Spaghetti,Sur,19.0,2917,cliente_232@gmail.com
1233,2025-05-30,Gallo Oro,Norte,35.0,4156,cliente_233@gmail.com
1234,2025-03-18,Gallo Oro,Oeste,14.0,3259,cliente_234@gmail.com
1235,2025-07-29,Exquisita Bizcochuelo,Sur,44.0,3337,cliente_235@gmail.com
1236,2025-10-28,Granja del Sol Milanesas,Norte,34.0,516,cliente_236@gmail.com
1239,2025-10-15,Lucchetti Municiones,Sur,4.0,1075,cliente_239@gmail.com
1240,2025-11-16,Lucchetti Municiones,Oeste,43.0,3954,Sin correo
1241,2025-04-21,Gallo Oro,Sur,46.0,1506,cliente_241@gmail.com
1242,2025-08-23,Granja del Sol Milanesas,Oeste,18.0,3895,cliente_242@gmail.com
1243,2025-04-02,Granja del Sol Milanesas,CABA,31.0,852,cliente_243@gmail.com
1244,2025-07-24,Matarazzo Spaghetti,Norte,38.0,3659,cliente_244@gmail.com
1245,2025-04-11,Lucchetti Municiones,Oeste,20.0,3056,cliente_245@gmail.com
1246,2025-06-04,Gallo Oro,Oeste,47.0,588,cliente_246@gmail.com
1247,2025-10-15,Matarazzo Spaghetti,CABA,3.0,1326,cliente_247@gmail.com
1248,2025-10-12,Matarazzo Spaghetti,Sur,34.0,2923,cliente_248@gmail.com
1249,2025-11-04,Lucchetti Municiones,Sur,38.0,1565,cliente_249@gmail.com
1250,2025-02-04,Exquisita Bizcochuelo,Oeste,14.0,1627,cliente_250@gmail.com
1251,2025-07-10,Preferido Pan Rallado,CABA,44.0,1147,cliente_251@gmail.com
1252,2025-05-26,Preferido Pan Rallado,Sur,4.0,667,cliente_252@gmail.com
1253,2025-01-22,Lucchetti Municiones,Oeste,10.0,3688,cliente_253@gmail.com
1254,2025-01-28,Gallo Oro,CABA,10.0,3597,cliente_254@gmail.com
1255,2025-10-30,Preferido Pan Rallado,Oeste,44.0,526,cliente_255@gmail.com
1256,2025-12-08,Lucchetti Municiones,Oeste,4.0,3250,cliente_256@gmail.com
1257,2025-02-20,Lucchetti Municiones,CABA,34.0,3468,Sin correo
1258,2025-10-24,Matarazzo Spaghetti,CABA,21.0,859,cliente_258@gmail.com
1259,2025-10-08,Matarazzo Spaghetti,Norte,25.0,1715,cliente_259@gmail.com
1260,2025-02-06,Lucchetti Municiones,CABA,14.0,1995,cliente_260@gmail.com
1261,2025-03-01,Granja del Sol Milanesas,Norte,21.0,2116,cliente_261@gmail.com
1262,2025-01-12,Gallo Oro,CABA,15.0,4219,cliente_262@gmail.com
1263,2025-08-31,Exquisita Bizcochuelo,Norte,36.0,991,cliente_263@gmail.com
1264,2025-04-11,Gallo Oro,Sur,18.0,4072,cliente_264@gmail.com
1267,2025-09-28,Lucchetti Municiones,Norte,3.0,1428,Sin correo
1268,2025-09-13,Exquisita Bizcochuelo,Norte,19.0,4303,cliente_268@gmail.com
1269,2025-01-30,Gallo Oro,CABA,31.0,1878,cliente_269@gmail.com
1270,2025-06-28,Preferido Pan Rallado,Sur,38.0,682,cliente_270@gmail.com
1271,2025-12-14,Preferido Pan Rallado,CABA,21.0,4146,cliente_271@gmail.com
1272,2025-06-11,Granja del Sol Milanesas,CABA,3.0,505,cliente_272@gmail.com
1274,2025-08-01,Gallo Oro,Norte,15.0,3172,Sin correo
1275,2025-11-02,Lucchetti Municiones,Norte,45.0,1282,cliente_275@gmail.com
1276,2025-03-19,Matarazzo Spaghetti,Sur,49.0,1743,cliente_276@gmail.com
1277,2025-07-15,Gallo Oro,CABA,16.0,2558,Sin correo
1278,2025-09-10,Matarazzo Spaghetti,Sur,50.0,2884,cliente_278@gmail.com
1279,2025-09-12,Gallo Oro,CABA,20.0,3489,cliente_279@gmail.com
1280,2025-10-29,Exquisita Bizcochuelo,Sur,5.0,1336,cliente_280@gmail.com
1281,2025-11-05,Matarazzo Spaghetti,Norte,4.0,2581,cliente_281@gmail.com
1282,2025-02-15,Matarazzo Spaghetti,CABA,4.0,1260,cliente_282@gmail.com
1284,2025-06-22,Granja del Sol Milanesas,Sur,11.0,2937,cliente_284@gmail.com
1285,2025-12-23,Exquisita Bizcochuelo,Oeste,29.0,4290,Sin correo
1287,2025-05-14,Lucchetti Municiones,CABA,48.0,4369,cliente_287@gmail.com
1288,2025-05-11,Exquisita Bizcochuelo,Oeste,23.0,3667,cliente_288@gmail.com
1289,2025-06-18,Exquisita Bizcochuelo,Norte,26.0,3540,cliente_289@gmail.com
1290,2025-12-01,Exquisita Bizcochuelo,Norte,10.0,2428,cliente_290@gmail.com
1291,2025-10-11,Lucchetti Municiones,Norte,10.0,2024,cliente_291@gmail.com
1292,2025-02-12,Preferido Pan Rallado,Oeste,15.0,1945,cliente_292@gmail.com
1294,2025-10-22,Lucchetti Municiones,Sur,22.0,1562,cliente_294@gmail.com
1295,2025-06-05,Matarazzo Spaghetti,Oeste,31.0,1497,cliente_295@gmail.com
1296,2025-03-04,Gallo Oro,Sur,17.0,3284,cliente_296@gmail.com
1297,2025-01-07,Exquisita Bizcochuelo,Oeste,46.0,2255,cliente_297@gmail.com
1298,2025-12-02,Gallo Oro,Oeste,18.0,4388,cliente_298@gmail.com
1299,2025-08-20,Granja del Sol Milanesas,Norte,45.0,3575,cliente_299@gmail.com
1300,2025-04-15,Granja del Sol Milanesas,Sur,12.0,3153,Sin correo
1301,2025-01-06,Gallo Oro,Sur,14.0,1939,cliente_301@gmail.com
1302,2025-06-26,Exquisita Bizcochuelo,CABA,5.0,3061,cliente_302@gmail.com
1304,2025-03-09,Gallo Oro,CABA,27.0,1184,cliente_304@gmail.com
1305,2025-10-21,Lucchetti Municiones,Norte,10.0,3391,cliente_305@gmail.com
1306,2025-02-01,Matarazzo Spaghetti,Norte,46.0,2324,Sin correo
1307,2025-01-04,Matarazzo Spaghetti,Oeste,23.0,3577,cliente_307@gmail.com
1308,2026-01-01,Preferido Pan Rallado,Oeste,36.0,3926,cliente_308@gmail.com
1309,2025-05-14,Matarazzo Spaghetti,Norte,34.0,3639,cliente_309@gmail.com
1310,2025-12-25,Exquisita Bizcochuelo,CABA,3.0,2862,cliente_310@gmail.com
1312,2025-03-22,Lucchetti Municiones,Oeste,29.0,3696,cliente_312@gmail.com
1313,2025-09-14,Granja del Sol Milanesas,Sur,39.0,4176,cliente_313@gmail.com
1314,2025-06-19,Lucchetti Municiones,Sur,39.0,1182,cliente_314@gmail.com
1315,2025-07-06,Exquisita Bizcochuelo,CABA,50.0,3833,cliente_315@gmail.com
1316,2025-05-12,Exquisita Bizcochuelo,CABA,30.0,4020,Sin correo
1317,2025-05-27,Matarazzo Spaghetti,Sur,44.0,1422,Sin correo
1318,2025-08-16,Gallo Oro,Sur,11.0,2112,cliente_318@gmail.com
1320,2025-03-03,Matarazzo Spaghetti,Oeste,14.0,2486,cliente_320@gmail.com
1322,2025-03-24,Exquisita Bizcochuelo,CABA,6.0,3782,cliente_322@gmail.com
1323,2025-10-02,Preferido Pan Rallado,Norte,42.0,1949,cliente_323@gmail.com
1324,2025-04-03,Gallo Oro,Norte,38.0,2767,cliente_324@gmail.com
1326,2025-08-15,Granja del Sol Milanesas,Norte,21.0,1040,cliente_326@gmail.com
1327,2025-06-26,Exquisita Bizcochuelo,Sur,33.0,4402,cliente_327@gmail.com
1328,2025-11-18,Lucchetti Municiones,Sur,7.0,3560,Sin correo
1329,2025-09-05,Matarazzo Spaghetti,Norte,7.0,4246,cliente_329@gmail.com
1330,2025-10-14,Matarazzo Spaghetti,Sur,17.0,3202,cliente_330@gmail.com
1331,2025-09-28,Lucchetti Municiones,Norte,24.0,1382,cliente_331@gmail.com
1332,2025-09-02,Matarazzo Spaghetti,Oeste,44.0,2199,cliente_332@gmail.com
1333,2025-10-02,Preferido Pan Rallado,Sur,47.0,3938,cliente_333@gmail.com
1335,2025-07-10,Exquisita Bizcochuelo,Norte,19.0,3553,cliente_335@gmail.com
1336,2025-02-04,Preferido Pan Rallado,Norte,9.0,2604,cliente_336@gmail.com
1337,2025-04-21,Matarazzo Spaghetti,Oeste,41.0,3661,cliente_337@gmail.com
1338,2025-02-24,Exquisita Bizcochuelo,CABA,2.0,3180,cliente_338@gmail.com
1339,2025-02-17,Granja del Sol Milanesas,Sur,32.0,3937,cliente_339@gmail.com
