id_pedido,fecha,producto,sucursal,cantidad,precio_unitario,email_cliente
1060,2025-08-26,Exquisita Bizcochuelo,Norte,13,584.17,cliente_60@gmail.com
1061,2025-04-18,Preferido Pan Rallado,Norte,49,2026.53,cliente_61@gmail.com
1062,2025-05-28,Lucchetti Municiones,Oeste,7,953.74,cliente_62@gmail.com
1063,2025-06-04,Gallo Oro,Oeste,46,4080.53,cliente_63@gmail.com
1064,2025-01-15,Exquisita Bizcochuelo,Sur,30,3690.55,cliente_64@gmail.com
1065,2025-09-08,Exquisita Bizcochuelo,CABA,21,3093.02,cliente_65@gmail.com
1066,2025-08-13,Matarazzo Spaghetti,CABA,20,1231.82,
1067,2025-04-29,Exquisita Bizcochuelo,Sur,33,2805.64,cliente_67@gmail.com
1068,2025-11-06,Preferido Pan Rallado,CABA,34,783.0,
1069,2025-10-17,Preferido Pan Rallado,Oeste,50,1093.26,cliente_69@gmail.com
1070,2025-12-13,Preferido Pan Rallado,Oeste,40,2153.84,cliente_70@gmail.com
1071,2025-04-10,Matarazzo Spaghetti,Norte,49,1575.59,cliente_71@gmail.com
1072,2025-12-15,Lucchetti Municiones,CABA,35,3171.21,cliente_72@gmail.com
1073,2025-09-08,Gallo Oro,Norte,30,2294.64,cliente_73@gmail.com
1074,2025-01-14,Lucchetti Municiones,Norte,40,$983.93,cliente_74@gmail.com
1075,2025-07-10,Preferido Pan Rallado,Norte,43,1343.36,cliente_75@gmail.com
1076,2025-11-25,Gallo Oro,Norte,23,4332.02,cliente_76@gmail.com
1077,2025-11-28,Gallo Oro,Sur,28,3043.21,cliente_77@gmail.com
1078,2025-11-07,Gallo Oro,Sur,34,3621.64,cliente_78@gmail.com
1079,2025-01-02,Lucchetti Municiones,Sur,19,2227.86,
1080,2025-10-07,Gallo Oro,CABA,9,831.63,cliente_80@gmail.com
1081,2025-10-08,Lucchetti Municiones,Oeste,42,2861.28,cliente_81@gmail.com
1082,2025-01-25,Lucchetti Municiones,Oeste,13,3565.42,cliente_82@gmail.com
1083,2025-06-26,Exquisita Bizcochuelo,Sur,44,1701.36,cliente_83@gmail.com
1084,2025-04-22,Granja del Sol Milanesas,Norte,10,964.27,cliente_84@gmail.com
1085,2025-03-28,Preferido Pan Rallado,Oeste,6,909.95,cliente_85@gmail.com
1086,2025-03-17,Preferido Pan Rallado,Oeste,37,3297.69,cliente_86@gmail.com
1087,2025-07-18,Lucchetti Municiones,Oeste,33,3976.13,cliente_87@gmail.com
1088,2025-12-21,Lucchetti Municiones,Sur,32,3294.77,cliente_88@gmail.com
1089,2025-02-17,Lucchetti Municiones,CABA,49,3933.06,cliente_89@gmail.com
1090,2025-06-05,Lucchetti Municiones,Sur,32,1466.99,cliente_90@gmail.com
1091,2025-01-02,Lucchetti Municiones,Oeste,33,2229.4,cliente_91@gmail.com
1092,2025-07-29,Preferido Pan Rallado,CABA,17,2923.93,cliente_92@gmail.com
1093,2025-11-30,Matarazzo Spaghetti,Sur,13,612.76,cliente_93@gmail.com
1094,2025-10-22,Granja del Sol Milanesas,CABA,43,2353.07,cliente_94@gmail.com
1095,2025-02-23,Lucchetti Municiones,CABA,13,3441.0,
1096,2025-11-09,Exquisita Bizcochuelo,Sur,31,2262.13,cliente_96@gmail.com
1097,2025-08-29,Gallo Oro,Norte,41,1703.32,cliente_97@gmail.com
1098,2025-04-13,Preferido Pan Rallado,Oeste,4,3480.63,cliente_98@gmail.com
1099,2025-09-04,Exquisita Bizcochuelo,Oeste,47,1857.96,
1100,2025-10-05,Preferido Pan Rallado,Sur,6,2187.69,cliente_100@gmail.com
1101,2025-08-31,Gallo Oro,Oeste,38,1652.04,cliente_101@gmail.com
1102,,Preferido Pan Rallado,Oeste,17,1609.36,cliente_102@gmail.com
1103,2025-05-30,Lucchetti Municiones,Norte,1,4013.78,cliente_103@gmail.com
1104,2025-10-19,Matarazzo Spaghetti,Oeste,22,2878.75,cliente_104@gmail.com
1105,2025-06-17,Matarazzo Spaghetti,Norte,22,3383.21,cliente_105@gmail.com
1106,,Granja del Sol Milanesas,Norte,37,2487.72,cliente_106@gmail.com
1107,2025-10-15,Preferido Pan Rallado,Sur,33,4300.99,cliente_107@gmail.com
1108,2025-10-27,Lucchetti Municiones,Norte,33,2051.16,cliente_108@gmail.com
1109,2025-05-03,Lucchetti Municiones,Oeste,34,$3837.09,cliente_109@gmail.com
1110,2025-08-16,Matarazzo Spaghetti,Sur,16,3490.73,cliente_110@gmail.com
1111,2025-05-15,Gallo Oro,Norte,34,2505.15,cliente_111@gmail.com
1112,2025-03-10,Lucchetti Municiones,Sur,19,865.89,cliente_112@gmail.com
1113,2025-12-18,Lucchetti Municiones,Sur,2,1893.44,cliente_113@gmail.com
1114,2025-01-30,Matarazzo Spaghetti,Oeste,42,1168.57,cliente_114@gmail.com
1115,2025-04-08,Exquisita Bizcochuelo,Sur,consultar,2012.44,cliente_115@gmail.com
1116,2025-12-24,Exquisita Bizcochuelo,Oeste,6,3182.86,cliente_116@gmail.com
1117,2025-06-26,Gallo Oro,Oeste,26,1970.59,cliente_117@gmail.com
1118,2025-05-05,Gallo Oro,Sur,13,3390.0,cliente_118@gmail.com
1119,2025-05-09,Lucchetti Municiones,CABA,Diez,1388.46,cliente_119@gmail.com
1120,2025-02-23,Preferido Pan Rallado,Oeste,36,2226.1,cliente_120@gmail.com
1121,2025-01-26,Granja del Sol Milanesas,Oeste,34,3232.09,cliente_121@gmail.com
1122,2025-04-14,Exquisita Bizcochuelo,Oeste,22,4391.68,cliente_122@gmail.com
1123,2025-03-23,Lucchetti Municiones,Oeste,21,2840.17,cliente_123@gmail.com
1124,2025-08-22,Lucchetti Municiones,Norte,8,1977.14,cliente_124@gmail.com
1125,2025-12-18,Granja del Sol Milanesas,Norte,39,3456.21,cliente_125@gmail.com
1126,2025-07-26,Preferido Pan Rallado,CABA,21,3342.69,cliente_126@gmail.com
1127,2025-08-25,Exquisita Bizcochuelo,Norte,32,2389.94,
1128,2025-01-16,Matarazzo Spaghetti,CABA,24,2664.65,cliente_128@gmail.com
1129,2025-01-10,Matarazzo Spaghetti,Norte,20,$2094.26,cliente_129@gmail.com
1130,2025-03-16,Matarazzo Spaghetti,CABA,50,2096.89,cliente_130@gmail.com
1131,2025-03-08,Gallo Oro,CABA,37,3116.61,cliente_131@gmail.com
1132,2025-06-30,Lucchetti Municiones,Sur,38,4023.8,
1133,2025-07-16,Matarazzo Spaghetti,Norte,8,2259.37,cliente_133@gmail.com
1134,2025-09-01,Preferido Pan Rallado,Sur,27,606.0,cliente_134@gmail.com
1135,2025-11-23,Exquisita Bizcochuelo,Oeste,27,1997.51,cliente_135@gmail.com
1136,2025-08-10,Exquisita Bizcochuelo,CABA,27,1964.98,cliente_136@gmail.com
1137,2025-04-27,Lucchetti Municiones,CABA,38,667.49,
1138,2025-03-25,Preferido Pan Rallado,Oeste,15,2005.32,cliente_138@gmail.com
1139,2025-05-31,Gallo Oro,Sur,32,3420.45,cliente_139@gmail.com
1140,2025-05-11,Exquisita Bizcochuelo,Norte,49,2668.81,cliente_140@gmail.com
1141,2025-09-03,Exquisita Bizcochuelo,Oeste,48,2203.66,cliente_141@gmail.com
1142,2025-07-27,Granja del Sol Milanesas,CABA,36,2001.34,cliente_142@gmail.com
1143,2025-05-07,Gallo Oro,Oeste,26,3761.38,cliente_143@gmail.com
1144,2025-08-20,Lucchetti Municiones,Oeste,8,956.03,cliente_144@gmail.com
1145,2025-04-21,Exquisita Bizcochuelo,CABA,5,1559.87,cliente_145@gmail.com
1146,2025-05-27,Matarazzo Spaghetti,CABA,40,1770.66,cliente_146@gmail.com
1147,2025-05-21,Lucchetti Municiones,Norte,36,1742.3,
1148,2025-04-21,Exquisita Bizcochuelo,CABA,28,$3354.47,cliente_148@gmail.com
1149,2025-12-22,Matarazzo Spaghetti,Norte,6,3988.3,cliente_149@gmail.com
1150,2025-10-29,Exquisita Bizcochuelo,CABA,32,4075.87,cliente_150@gmail.com
1151,2025-03-14,Gallo Oro,Norte,50,3505.23,cliente_151@gmail.com
1152,2025-02-14,Exquisita Bizcochuelo,Oeste,13,1158.53,cliente_152@gmail.com
1153,2025-12-01,Granja del Sol Milanesas,CABA,20,4071.21,cliente_153@gmail.com
1154,2025-01-16,Lucchetti Municiones,Norte,50,2237.26,cliente_154@gmail.com
1155,2025-01-13,Gallo Oro,Oeste,21,536.79,cliente_155@gmail.com
1156,2025-02-19,Gallo Oro,Norte,7,2602.85,cliente_156@gmail.com
1157,2025-09-13,Exquisita Bizcochuelo,Oeste,14,$1383.62,cliente_157@gmail.com
1158,2025-02-15,Granja del Sol Milanesas,Oeste,27,1863.52,cliente_158@gmail.com
1159,2025-10-11,Matarazzo Spaghetti,Oeste,41,2347.85,cliente_159@gmail.com
1160,2025-03-26,Matarazzo Spaghetti,Norte,38,4422.05,cliente_160@gmail.com
1161,2025-05-29,Lucchetti Municiones,Norte,38,4469.44,cliente_161@gmail.com
1162,2025-08-07,Granja del Sol Milanesas,Norte,9,3723.1,cliente_162@gmail.com
1163,2025-04-21,Preferido Pan Rallado,CABA,14,1982.05,cliente_163@gmail.com
1164,2025-05-16,Matarazzo Spaghetti,Oeste,43,2976.24,cliente_164@gmail.com
1165,2025-08-10,Preferido Pan Rallado,Oeste,21,3631.6,cliente_165@gmail.com
1166,2025-12-03,Preferido Pan Rallado,CABA,29,561.54,
1167,2025-11-12,Lucchetti Municiones,CABA,10,$3669.44,cliente_167@gmail.com
1168,,Granja del Sol Milanesas,Sur,34,1964.17,cliente_168@gmail.com
1169,2025-03-20,Granja del Sol Milanesas,Norte,1,1235.75,cliente_169@gmail.com
1170,2025-07-29,Matarazzo Spaghetti,Oeste,18,3668.38,cliente_170@gmail.com
1171,2025-05-23,Granja del Sol Milanesas,CABA,17,647.7,
1172,2025-11-24,Preferido Pan Rallado,Norte,7,2629.18,cliente_172@gmail.com
1173,2025-08-25,Lucchetti Municiones,Sur,18,2046.12,cliente_173@gmail.com
1174,2025-07-22,Granja del Sol Milanesas,CABA,4,3673.1,cliente_174@gmail.com
1175,2025-06-20,Granja del Sol Milanesas,Oeste,13,2798.91,cliente_175@gmail.com
1176,2025-05-14,Exquisita Bizcochuelo,Sur,ERROR,2319.66,cliente_176@gmail.com
1177,2025-02-18,Preferido Pan Rallado,Norte,4,3415.0,cliente_177@gmail.com
1178,2025-06-16,Gallo Oro,Sur,44,835.86,cliente_178@gmail.com
1179,2025-06-01,Preferido Pan Rallado,Norte,33,3467.12,cliente_179@gmail.com
1180,2025-12-14,Matarazzo Spaghetti,CABA,47,2560.07,cliente_180@gmail.com
1181,2025-11-27,Granja del Sol Milanesas,Norte,46,2765.24,cliente_181@gmail.com
1182,,Matarazzo Spaghetti,CABA,11,4403.62,cliente_182@gmail.com
1183,2025-06-26,Gallo Oro,CABA,25,2262.26,cliente_183@gmail.com
1184,2025-09-26,Exquisita Bizcochuelo,Sur,30,4050.39,cliente_184@gmail.com
1185,2025-06-22,Exquisita Bizcochuelo,Sur,50,$3553.44,cliente_185@gmail.com
1186,2025-10-29,Exquisita Bizcochuelo,CABA,11,2133.15,
1187,2025-02-18,Matarazzo Spaghetti,Norte,9,507.17,cliente_187@gmail.com
1188,2025-03-10,Preferido Pan Rallado,Norte,20,3439.01,cliente_188@gmail.com
1189,2025-08-19,Preferido Pan Rallado,CABA,29,706.69,cliente_189@gmail.com
1190,2025-04-22,Granja del Sol Milanesas,Norte,46,2757.3,cliente_190@gmail.com
1191,2025-06-02,Gallo Oro,CABA,39,1290.84,cliente_191@gmail.com
1192,2025-11-24,Gallo Oro,Sur,43,$4174.52,cliente_192@gmail.com
1193,2025-06-01,Lucchetti Municiones,Oeste,29,1460.86,
1194,2025-10-19,Exquisita Bizcochuelo,Oeste,23,4131.15,
1195,2025-10-29,Exquisita Bizcochuelo,Sur,23,3670.13,
1196,2025-09-26,Matarazzo Spaghetti,Norte,48,1713.0,cliente_196@gmail.com
1197,2025-10-09,Gallo Oro,Oeste,25,3047.13,cliente_197@gmail.com
1198,2025-03-02,Matarazzo Spaghetti,CABA,19,528.87,cliente_198@gmail.com
1199,2025-11-18,Preferido Pan Rallado,Norte,40,1359.98,cliente_199@gmail.com
1200,2025-11-19,Gallo Oro,Sur,43,$674.07,
1201,2025-04-29,Matarazzo Spaghetti,Norte,38,$1720.96,cliente_201@gmail.com
1202,2025-04-20,Granja del Sol Milanesas,Sur,32,$1553.58,cliente_202@gmail.com
1203,2025-03-07,Gallo Oro,Oeste,42,4375.88,cliente_203@gmail.com
1204,2025-02-02,Preferido Pan Rallado,Norte,ERROR,527.56,cliente_204@gmail.com
1205,2025-10-16,Preferido Pan Rallado,Norte,39,4080.15,cliente_205@gmail.com
1206,2025-06-26,Exquisita Bizcochuelo,Oeste,30,2581.88,cliente_206@gmail.com
1207,2025-08-09,Exquisita Bizcochuelo,CABA,27,3602.36,cliente_207@gmail.com
1208,2025-04-30,Gallo Oro,CABA,24,3319.53,cliente_208@gmail.com
1209,2025-09-28,Preferido Pan Rallado,Sur,44,922.02,cliente_209@gmail.com
1210,2025-01-02,Preferido Pan Rallado,Norte,44,3276.29,cliente_210@gmail.com
1211,2025-02-02,Lucchetti Municiones,Sur,13,3196.57,
1212,2025-11-09,Granja del Sol Milanesas,Oeste,40,982.1,cliente_212@gmail.com
1213,2025-12-12,Granja del Sol Milanesas,Norte,14,$776.48,cliente_213@gmail.com
1214,2025-03-11,Preferido Pan Rallado,Norte,33,1396.75,cliente_214@gmail.com
1215,2025-03-27,Exquisita Bizcochuelo,Norte,47,891.67,cliente_215@gmail.com
1216,,Granja del Sol Milanesas,Norte,28,2611.67,cliente_216@gmail.com
1217,2025-07-28,Exquisita Bizcochuelo,Oeste,46,$933.43,cliente_217@gmail.com
1218,2025-01-11,Gallo Oro,CABA,12,2176.05,cliente_218@gmail.com
1219,2025-01-27,Granja del Sol Milanesas,Norte,36,1713.51,
1220,2025-04-10,Matarazzo Spaghetti,Norte,42,$1382.35,cliente_220@gmail.com
1221,2025-03-23,Matarazzo Spaghetti,CABA,21,1619.32,cliente_221@gmail.com
1222,2025-09-17,Preferido Pan Rallado,Oeste,consultar,4047.11,cliente_222@gmail.com
1223,2025-05-30,Gallo Oro,Oeste,Diez,2509.93,
1224,2025-10-11,Matarazzo Spaghetti,Oeste,3,2186.65,cliente_224@gmail.com
1225,2025-11-08,Gallo Oro,CABA,18,4076.4,cliente_225@gmail.com
1226,2025-03-18,Gallo Oro,Sur,35,1626.2,cliente_226@gmail.com
1227,2025-03-26,Exquisita Bizcochuelo,CABA,49,946.2,cliente_227@gmail.com
1228,2025-05-03,Exquisita Bizcochuelo,Sur,30,2888.29,cliente_228@gmail.com
1229,2025-05-18,Gallo Oro,Oeste,7,4443.13,
1230,2025-11-13,Lucchetti Municiones,Norte,45,2850.53,cliente_230@gmail.com
1231,2025-05-01,Preferido Pan Rallado,Sur,37,1209.29,cliente_231@gmail.com
1232,2025-03-02,Matarazzo Spaghetti,Sur,19,2917.41,cliente_232@gmail.com
1233,2025-05-30,Gallo Oro,Norte,35,4156.44,cliente_233@gmail.com
1234,2025-03-18,Gallo Oro,Oeste,14,3259.66,cliente_234@gmail.com
1235,2025-07-29,Exquisita Bizcochuelo,Sur,44,3337.81,cliente_235@gmail.com
1236,2025-10-28,Granja del Sol Milanesas,Norte,34,516.06,cliente_236@gmail.com
1237,,Granja del Sol Milanesas,Oeste,s/d,$1310.05,cliente_237@gmail.com
1238,,Gallo Oro,CABA,41,1864.18,cliente_238@gmail.com
1239,2025-10-15,Lucchetti Municiones,Sur,4,1075.55,cliente_239@gmail.com
1240,2025-11-16,Lucchetti Municiones,Oeste,43,3954.04,
1241,2025-04-21,Gallo Oro,Sur,46,$1506.63,cliente_241@gmail.com
1242,2025-08-23,Granja del Sol Milanesas,Oeste,18,3895.15,cliente_242@gmail.com
1243,2025-04-02,Granja del Sol Milanesas,CABA,31,852.97,cliente_243@gmail.com
1244,2025-07-24,Matarazzo Spaghetti,Norte,38,3659.47,cliente_244@gmail.com
1245,2025-04-11,Lucchetti Municiones,Oeste,20,3056.56,cliente_245@gmail.com
1246,2025-06-04,Gallo Oro,Oeste,47,588.24,cliente_246@gmail.com
1247,2025-10-15,Matarazzo Spaghetti,CABA,3,1326.59,cliente_247@gmail.com
1248,2025-10-12,Matarazzo Spaghetti,Sur,34,2923.91,cliente_248@gmail.com
1249,2025-11-04,Lucchetti Municiones,Sur,38,1565.79,cliente_249@gmail.com
1250,2025-02-04,Exquisita Bizcochuelo,Oeste,14,$1627.41,cliente_250@gmail.com
1251,2025-07-10,Preferido Pan Rallado,CABA,44,1147.15,cliente_251@gmail.com
1252,2025-05-26,Preferido Pan Rallado,Sur,4,$667.77,cliente_252@gmail.com
1253,2025-01-22,Lucchetti Municiones,Oeste,10,3688.14,cliente_253@gmail.com
1254,2025-01-28,Gallo Oro,CABA,10,3597.92,cliente_254@gmail.com
1255,2025-10-30,Preferido Pan Rallado,Oeste,44,526.35,cliente_255@gmail.com
1256,2025-12-08,Lucchetti Municiones,Oeste,4,3250.35,cliente_256@gmail.com
1257,2025-02-20,Lucchetti Municiones,CABA,34,3468.6,
1258,2025-10-24,Matarazzo Spaghetti,CABA,21,859.61,cliente_258@gmail.com
1259,2025-10-08,Matarazzo Spaghetti,Norte,25,1715.17,cliente_259@gmail.com
1260,2025-02-06,Lucchetti Municiones,CABA,14,1995.92,cliente_260@gmail.com
1261,2025-03-01,Granja del Sol Milanesas,Norte,21,$2116.08,cliente_261@gmail.com
1262,2025-01-12,Gallo Oro,CABA,15,4219.61,cliente_262@gmail.com
1263,2025-08-31,Exquisita Bizcochuelo,Norte,36,991.75,cliente_263@gmail.com
1264,2025-04-11,Gallo Oro,Sur,18,4072.25,cliente_264@gmail.com
1265,,Granja del Sol Milanesas,Sur,25,3354.35,cliente_265@gmail.com
1266,,Preferido Pan Rallado,Sur,15,2082.63,cliente_266@gmail.com
1267,2025-09-28,Lucchetti Municiones,Norte,3,1428.42,
1268,2025-09-13,Exquisita Bizcochuelo,Norte,19,4303.64,cliente_268@gmail.com
1269,2025-01-30,Gallo Oro,CABA,31,1878.93,cliente_269@gmail.com
1270,2025-06-28,Preferido Pan Rallado,Sur,38,682.49,cliente_270@gmail.com
1271,2025-12-14,Preferido Pan Rallado,CABA,21,4146.4,cliente_271@gmail.com
1272,2025-06-11,Granja del Sol Milanesas,CABA,3,505.56,cliente_272@gmail.com
1273,,Matarazzo Spaghetti,Oeste,31,1094.89,cliente_273@gmail.com
1274,2025-08-01,Gallo Oro,Norte,15,3172.63,
1275,2025-11-02,Lucchetti Municiones,Norte,45,1282.25,cliente_275@gmail.com
1276,2025-03-19,Matarazzo Spaghetti,Sur,49,1743.8,cliente_276@gmail.com
1277,2025-07-15,Gallo Oro,CABA,16,2558.09,
1278,2025-09-10,Matarazzo Spaghetti,Sur,50,2884.82,cliente_278@gmail.com
1279,2025-09-12,Gallo Oro,CABA,20,3489.32,cliente_279@gmail.com
1280,2025-10-29,Exquisita Bizcochuelo,Sur,5,1336.59,cliente_280@gmail.com
1281,2025-11-05,Matarazzo Spaghetti,Norte,4,2581.34,cliente_281@gmail.com
1282,2025-02-15,Matarazzo Spaghetti,CABA,4,1260.73,cliente_282@gmail.com
1283,,Matarazzo Spaghetti,Sur,43,3823.87,cliente_283@gmail.com
1284,2025-06-22,Granja del Sol Milanesas,Sur,11,2937.09,cliente_284@gmail.com
1285,2025-12-23,Exquisita Bizcochuelo,Oeste,29,4290.18,
1286,,Matarazzo Spaghetti,Oeste,49,1369.95,cliente_286@gmail.com
1287,2025-05-14,Lucchetti Municiones,CABA,48,$4369.93,cliente_287@gmail.com
1288,2025-05-11,Exquisita Bizcochuelo,Oeste,23,3667.37,cliente_288@gmail.com
1289,2025-06-18,Exquisita Bizcochuelo,Norte,26,3540.96,cliente_289@gmail.com
1290,2025-12-01,Exquisita Bizcochuelo,Norte,Diez,2428.71,cliente_290@gmail.com
1291,2025-10-11,Lucchetti Municiones,Norte,10,$2024.21,cliente_291@gmail.com
1292,2025-02-12,Preferido Pan Rallado,Oeste,15,$1945.74,cliente_292@gmail.com
1293,2025-04-26,Lucchetti Municiones,Sur,ERROR,753.49,cliente_293@gmail.com
1294,2025-10-22,Lucchetti Municiones,Sur,22,1562.02,cliente_294@gmail.com
1295,2025-06-05,Matarazzo Spaghetti,Oeste,31,1497.87,cliente_295@gmail.com
1296,2025-03-04,Gallo Oro,Sur,17,3284.98,cliente_296@gmail.com
1297,2025-01-07,Exquisita Bizcochuelo,Oeste,46,2255.37,cliente_297@gmail.com
1298,2025-12-02,Gallo Oro,Oeste,18,$4388.19,cliente_298@gmail.com
1299,2025-08-20,Granja del Sol Milanesas,Norte,45,3575.29,cliente_299@gmail.com
1300,2025-04-15,Granja del Sol Milanesas,Sur,12,3153.61,
1301,2025-01-06,Gallo Oro,Sur,14,1939.69,cliente_301@gmail.com
1302,2025-06-26,Exquisita Bizcochuelo,CABA,5,3061.72,cliente_302@gmail.com
1303,,Granja del Sol Milanesas,CABA,30,3759.15,cliente_303@gmail.com
1304,2025-03-09,Gallo Oro,CABA,27,1184.64,cliente_304@gmail.com
1305,2025-10-21,Lucchetti Municiones,Norte,10,3391.82,cliente_305@gmail.com
1306,2025-02-01,Matarazzo Spaghetti,Norte,46,2324.31,
1307,2025-01-04,Matarazzo Spaghetti,Oeste,23,3577.26,cliente_307@gmail.com
1308,2026-01-01,Preferido Pan Rallado,Oeste,36,3926.93,cliente_308@gmail.com
1309,2025-05-14,Matarazzo Spaghetti,Norte,34,3639.66,cliente_309@gmail.com
1310,2025-12-25,Exquisita Bizcochuelo,CABA,3,2862.08,cliente_310@gmail.com
1311,,Granja del Sol Milanesas,Oeste,40,4403.94,cliente_311@gmail.com
1312,2025-03-22,Lucchetti Municiones,Oeste,29,3696.86,cliente_312@gmail.com
1313,2025-09-14,Granja del Sol Milanesas,Sur,39,4176.91,cliente_313@gmail.com
1314,2025-06-19,Lucchetti Municiones,Sur,39,1182.76,cliente_314@gmail.com
1315,2025-07-06,Exquisita Bizcochuelo,CABA,50,3833.0,cliente_315@gmail.com
1316,2025-05-12,Exquisita Bizcochuelo,CABA,30,4020.29,
1317,2025-05-27,Matarazzo Spaghetti,Sur,44,1422.58,
1318,2025-08-16,Gallo Oro,Sur,11,2112.26,cliente_318@gmail.com
1319,2025-02-09,Exquisita Bizcochuelo,Oeste,consultar,4154.59,
1320,2025-03-03,Matarazzo Spaghetti,Oeste,14,2486.2,cliente_320@gmail.com
1321,2025-12-04,Granja del Sol Milanesas,CABA,consultar,2503.01,cliente_321@gmail.com
